student_id,neighborhood,age,distance,free_bicycle,income_hh,score,number_roomates,edu_maternal
50,2,21,5.2344999,1,17989.982,16.80266,1,0
51,8,22,.56814152,0,17160.721,24.864662,0,3
52,2,20,3.2518926,0,13184.259,20.296743,1,1
53,10,19,.9724806,0,12575.936,25.24979,1,1
54,34,22,3.5293875,0,12757.578,18.851528,0,0
55,10,22,.90716708,0,12728.146,22.882803,0,1
56,30,22,7.9178109,1,18565.637,15.423327,0,3
57,35,22,.47484553,0,9498.6934,27.153236,0,2
58,28,21,2.9557137,0,11563.83,21.883717,0,1
59,13,19,1.5017015,0,14149.336,24.145094,0,1
60,34,19,5.2763667,1,8126.1152,17.407906,0,1
61,42,19,3.0855377,0,12525.51,20.618303,0,1
62,29,23,.97600418,0,6389.9824,21.403879,0,0
63,17,23,12.318031,1,13176.335,13.519151,0,1
64,29,20,.7880823,0,6561.3159,24.145472,1,0
65,12,21,4.3259315,0,16743.391,17.52746,2,3
66,35,21,.60448307,0,13751.414,22.313314,0,1
67,9,22,3.5493736,0,12755.728,18.485941,1,0
68,31,22,5.7660146,1,16287.937,18.82592,1,1
69,14,18,2.5997071,0,18857.42,22.685762,0,3
70,31,23,.1284703,0,10546.877,26.122133,1,2
71,40,21,.56794047,0,14849.81,20.085648,0,2
72,11,23,7.777307,1,17243.975,18.489119,0,3
73,33,18,1.8235171,0,12417.287,20.812056,2,1
74,32,23,7.0417295,1,12551.494,17.983046,0,0
75,17,20,1.1609938,0,7613.8374,25.119638,1,0
76,12,23,5.3425097,1,16304.545,22.544743,2,0
77,14,20,.12989771,0,8574.6143,25.400055,0,1
78,1,20,1.6267109,0,18236.83,23.255945,1,1
79,1,22,6.192852,1,18286.039,17.242027,0,2
80,26,23,.92788142,0,14113.674,22.131023,0,3
81,30,20,6.254674,1,12928.931,18.496145,0,2
82,26,21,6.1949797,1,9753.6807,16.410782,2,1
83,14,21,2.6164119,0,12767.57,17.030954,1,1
84,39,23,2.4979823,0,20817.443,21.573658,0,3
85,4,21,4.2698188,0,17780.09,21.821405,0,1
86,25,19,6.6074634,1,12603.557,17.757845,2,0
87,35,20,5.8444524,1,17031.355,19.906614,1,3
88,9,22,.96273434,0,12800.81,21.637363,1,0
89,19,20,2.0560782,0,20022.313,23.515799,0,2
90,20,23,1.0511914,0,13300.845,24.362198,1,1
91,29,18,1.0071505,0,15575.143,24.09128,0,1
92,40,21,4.6502385,0,17497.383,23.037565,1,0
93,6,23,3.9925134,0,16813.109,20.317585,1,3
94,10,18,3.4384437,0,12030.114,21.787947,0,0
95,14,22,1.5647839,0,15477.17,25.587444,1,1
96,1,20,5.4490571,1,14931.813,18.299416,0,0
97,23,20,2.3503029,0,7566.5107,18.225115,0,0
98,12,20,4.8264422,0,10661.411,20.614491,0,1
99,32,21,2.0096605,0,14711.27,23.538906,1,0
100,40,22,1.9462746,0,16198.399,22.819805,0,2
101,5,22,4.3338656,0,18351.865,20.090891,1,2
102,34,21,3.655431,0,15534.47,20.484249,2,2
103,17,20,6.732883,1,16333.98,17.676353,1,2
104,10,19,4.5273089,0,18962.139,21.66777,1,3
105,12,20,2.7699637,0,12680.835,21.120625,0,0
106,18,23,1.53141,0,18313.172,27.683203,0,2
107,2,20,3.6228082,0,16703.152,23.18951,0,2
108,32,22,4.1989741,0,12960.862,20.75235,0,1
109,39,19,1.5994204,0,14019.257,22.235691,0,2
110,16,22,.88669282,0,17826.461,23.4921,2,2
111,28,18,3.0446565,0,9788.7598,21.120022,1,0
112,9,21,1.3449236,0,21695.25,28.475475,0,3
113,2,21,5.5234866,1,7879.4063,20.609705,1,0
114,41,21,.89890301,0,13297.939,23.906097,2,1
115,40,21,.6976279,0,15090.999,25.507366,1,2
116,28,20,9.6937618,1,13183.153,18.383026,0,3
117,27,19,3.3463166,0,12838.587,15.279599,1,1
118,1,20,4.7606635,0,13909.092,20.330563,0,0
119,29,20,2.4974992,0,7528.7905,23.31901,0,0
120,10,21,.63851929,0,11333.78,20.404943,0,1
121,27,23,6.4626293,1,12384.663,22.013857,1,1
122,1,21,2.3243613,0,23139.438,23.421154,0,3
123,5,18,3.4257429,0,8705.6377,24.467312,1,1
124,23,21,5.43472,1,19611.793,18.888077,1,2
125,15,19,3.2754018,0,11916.328,21.569193,0,3
126,22,22,1.7092124,0,12456.474,24.228762,1,1
127,35,20,6.0979075,1,14357.176,19.868711,1,1
128,27,18,3.9889057,0,9635.1504,21.068199,1,1
129,26,22,.79982042,0,10017.979,27.577778,1,1
130,10,23,1.950911,0,17744.285,21.573185,0,1
131,1,22,5.3485003,1,13995.604,20.114344,1,1
132,19,20,4.6613436,0,11132.355,20.363955,0,2
133,41,22,1.9278431,0,17385.051,25.747578,0,3
134,30,23,2.4801896,0,18446.984,22.426893,1,1
135,4,19,2.7219183,0,16120.365,20.734625,0,3
136,23,19,.14113304,0,16692.535,25.118849,0,3
137,9,22,2.7527018,0,14494.928,24.463873,0,1
138,15,22,1.9058909,0,9521.8213,20.395445,1,1
139,34,20,2.998379,0,18514.816,19.646944,0,1
140,16,23,3.1599283,0,14156.54,18.262375,0,0
141,6,19,1.2899407,0,17932.76,21.548841,1,1
142,18,22,10.913152,1,14220.523,16.924511,0,2
143,37,23,12.283,1,10783.495,15.06884,0,1
144,7,19,3.396898,0,8275.6201,18.738274,1,0
145,42,23,2.0250056,0,14187.831,24.298754,0,2
146,37,23,3.1040807,0,15634.38,21.113689,2,2
147,42,18,10.710172,1,12603.418,17.923605,1,0
148,1,19,3.2800069,0,14524.902,17.865187,0,0
149,42,18,1.5596325,0,17050.744,24.292711,0,1
150,10,18,1.4657166,0,15081.688,19.841818,0,2
151,37,21,1.7816895,0,14205.42,22.482298,0,2
152,23,20,1.9587805,0,16049.703,21.580931,0,2
153,25,20,4.0691066,0,20067.615,20.871828,1,1
154,41,22,1.3558469,0,11459.876,21.98023,0,1
155,6,20,5.8771515,1,11909.909,21.290298,0,1
156,18,20,1.8492289,0,9622.8643,22.823027,1,1
157,21,20,3.5077569,0,10418.161,22.111834,0,1
158,5,19,2.8757977,0,14562.745,18.903572,0,1
159,42,23,3.0461798,0,13452.29,19.139616,0,1
160,39,22,5.7943101,1,9377.3672,16.987942,1,0
161,31,23,7.5565076,1,12554.755,17.299545,0,1
162,37,21,3.459482,0,15933.996,21.701204,1,1
163,7,18,5.215157,1,13673.229,19.237932,0,3
164,28,20,4.26227,0,16456.918,19.428499,0,3
165,19,19,.52443302,0,11288.227,23.471571,0,2
166,14,21,4.5371609,0,15510.799,18.865896,0,0
167,38,23,1.7205913,0,13865.835,23.759411,0,1
168,8,19,8.8960409,1,9924.2754,14.206509,0,2
169,32,20,4.1592641,0,14843.21,21.574827,2,1
170,2,21,7.1966572,1,15370.882,14.731264,0,3
171,36,23,6.4674258,1,16389.596,17.62265,1,0
172,12,21,13.752294,1,14877.936,10.672882,1,3
173,28,21,2.4743793,0,19383.676,19.515684,0,2
174,22,21,1.5533646,0,18978.492,20.784628,1,0
175,33,23,8.4521761,1,11092.833,16.890453,0,1
176,30,23,7.8126631,1,13787.513,18.296268,0,2
177,25,20,2.469516,0,7516.1055,21.116076,0,1
178,17,20,7.485353,1,14905.087,20.045193,0,2
179,14,18,9.6008263,1,16605.473,16.429386,0,3
180,10,22,1.4475036,0,13253.517,23.798559,1,1
181,39,21,7.5178304,1,13092.732,17.682945,0,2
182,34,23,1.2677382,0,14386.583,29.001272,0,2
183,24,22,.64113057,0,14405.454,25.165207,0,1
184,14,21,8.1119585,1,15907.913,15.92537,0,3
185,13,18,7.7137599,1,17350.668,17.908381,0,2
186,27,23,3.8115203,0,13573.104,21.677404,0,0
187,39,18,6.1630831,1,16994.051,17.301752,1,2
188,35,20,12.179265,1,14330.752,8.47785,1,1
189,38,22,3.2596002,0,10993.363,17.790789,1,1
190,34,18,1.2283734,0,13819.315,21.621557,0,1
191,12,22,6.4149404,1,14593.914,20.12738,1,1
192,41,20,4.369493,0,17833.346,21.969738,1,2
193,20,23,2.3551047,0,14218.352,21.414501,0,3
194,17,22,6.1102867,1,15442.705,21.495037,1,2
195,37,23,1.0095133,0,16286.063,24.102674,0,2
196,22,21,6.77707,1,7501.7588,15.376941,1,0
197,31,20,2.6675906,0,13179.453,21.851048,0,0
198,41,19,8.8229256,1,12863.435,16.905708,1,1
199,1,19,4.049417,0,7912.2012,23.459236,0,1
200,11,18,3.6485217,0,14819.916,16.241003,1,2
201,40,18,3.3529308,0,9706.8916,18.161205,1,0
202,2,22,7.1256981,1,14806.057,21.415174,0,1
203,40,21,4.7076697,0,13469.945,19.256308,0,2
204,33,20,6.7806053,1,9807.2324,19.282333,0,1
205,12,21,1.138826,0,16268.852,19.532129,0,2
206,30,20,8.017622,1,15373.944,13.954819,0,1
207,23,19,1.3256671,0,16886.609,21.538363,0,1
208,29,18,.52041119,0,15129.343,22.802706,1,2
209,29,20,8.9881468,1,13322.241,18.538662,0,1
210,7,21,3.1686001,0,12073.508,22.664389,1,1
211,42,19,4.7486176,0,21525.252,20.084837,1,2
212,32,22,3.2773483,0,12395.014,21.734566,0,2
213,20,18,1.4872764,0,13648.525,26.245687,0,0
214,10,19,1.7609978,0,12446.434,23.922926,0,3
215,22,22,1.2036555,0,19124.529,25.630308,0,3
216,28,21,4.7552853,0,14049.254,24.895142,2,3
217,16,19,2.9238603,0,11059.395,20.586929,1,0
218,18,21,2.3743439,0,21302.428,21.007511,0,1
219,36,19,1.1190988,0,8910.9199,23.420876,1,1
220,25,22,2.0239246,0,20371.51,24.123791,0,3
221,33,18,2.1577294,0,15059.631,25.868141,0,0
222,21,20,4.9729362,0,11105.753,18.305052,0,0
223,32,19,1.8217431,0,14110.056,21.447336,0,0
224,21,21,6.2207909,1,12822.182,17.462599,1,0
225,38,20,4.2722669,0,6475.9995,20.157221,0,0
226,39,20,3.252651,0,14579.705,22.179102,2,1
227,41,19,3.4535251,0,14672.264,21.06151,0,1
228,24,20,2.0302184,0,14498.074,22.271059,0,1
229,39,20,5.2981882,1,14553.738,22.615721,0,1
230,27,23,3.7065389,0,14012.758,20.847502,1,2
231,37,18,.83097231,0,15703.255,24.665009,1,3
232,32,23,1.9158654,0,13214.296,20.357725,1,1
233,13,18,.65009528,0,13677.325,22.191717,2,3
234,25,21,6.2884574,1,15604.382,21.617437,0,3
235,35,21,7.909555,1,14357.224,16.90711,0,0
236,3,22,4.3111367,0,13785.329,18.288464,0,0
237,42,18,3.7287183,0,16998.15,19.930292,0,2
238,11,21,9.2538824,1,13961.241,15.647071,0,2
239,3,21,3.7748666,0,8841.5576,21.122337,0,0
240,18,23,9.5303421,1,12381.362,14.237591,0,1
241,7,21,2.7243876,0,8190.0527,21.102755,0,0
242,19,18,6.4660749,1,14412.028,18.755724,1,1
243,31,18,3.5946622,0,18031.873,20.308186,0,2
244,12,18,.53564459,0,14083.688,20.649496,0,0
245,25,22,6.1569839,1,16300.075,17.090061,1,1
246,20,19,3.7489669,0,18616.076,21.304502,0,1
247,14,21,2.8202248,0,14982.105,24.928602,0,0
248,18,20,1.0752605,0,15434.946,24.345665,0,2
249,30,20,2.1603968,0,13459.358,23.044958,0,1
250,23,22,.90580964,0,16840.213,26.67333,1,3
251,31,22,2.6689267,0,15365.127,19.093699,0,1
252,2,21,3.3495827,0,13970.027,24.007725,0,0
253,21,20,.42511171,0,18502.443,24.75289,1,2
254,23,22,.48235422,0,8498.7979,21.165442,0,1
255,4,21,4.563158,0,10013.848,21.494686,0,1
256,4,23,3.2796273,0,15515.979,21.360559,0,2
257,31,21,4.1165972,0,18543.475,23.479296,1,2
258,4,18,3.2739959,0,12779.76,24.139248,1,1
259,37,18,6.8901687,1,15869.398,21.157202,1,0
260,41,22,2.107681,0,14015.328,23.288363,0,0
261,31,20,9.7715168,1,16248.89,14.148534,0,1
262,42,22,1.6601328,0,10622.781,22.713812,0,0
263,34,23,2.8425097,0,21554.49,20.044233,1,2
264,33,19,2.7384279,0,14258.06,17.845346,0,2
265,6,18,2.9917023,0,23488.244,21.964146,0,0
266,24,21,5.078588,1,15656.636,20.871981,0,1
267,23,20,.68583226,0,15980.3,24.51173,0,0
268,16,19,3.2363331,0,10105.84,19.252087,0,1
269,28,19,3.6215806,0,14008.441,21.490685,0,1
270,39,21,6.9021478,1,10714.268,17.675652,1,0
271,8,23,4.3849726,0,11499.564,19.46081,0,0
272,5,23,1.5966187,0,11897.502,21.563126,1,1
273,31,22,2.5714331,0,9840.1406,22.54418,0,1
274,13,22,1.2861835,0,18419.402,24.059601,0,2
275,6,19,2.7807245,0,15219.271,19.739414,1,1
276,24,18,2.4753163,0,11720.958,18.227795,0,1
277,41,23,4.4840865,0,8528.3145,19.451136,0,0
278,12,20,4.2855668,0,13367.704,21.045156,0,1
279,23,20,1.9196389,0,8595.7041,19.079048,0,2
280,37,22,3.1291966,0,16480.303,22.69726,1,2
281,25,18,9.1078196,1,12258.482,18.5478,0,1
282,8,20,.94325107,0,14673.167,25.171036,0,1
283,11,19,3.9729781,0,14639.906,22.859863,1,2
284,16,19,3.3865619,0,12543.565,20.530201,0,0
285,23,20,3.8645689,0,11243.648,19.11054,0,2
286,34,19,5.0911975,1,13176.285,21.725519,0,2
287,31,21,.95033437,0,16494.129,19.063566,0,0
288,26,19,12.776157,1,6519.77,15.120656,0,1
289,6,18,7.2249761,1,14156.604,20.943895,0,1
290,17,21,.42254534,0,11367.642,26.49962,1,0
291,31,18,4.2570629,0,19304.973,19.814423,0,2
292,41,21,4.0717134,0,15309.485,21.458084,0,1
293,15,23,1.4515189,0,11569.259,25.065237,0,0
294,31,18,3.6969843,0,20868.924,19.172695,1,3
295,23,18,1.667779,0,11095.832,23.510403,1,0
296,8,22,3.9529037,0,14930.152,17.946669,0,1
297,2,19,3.4015758,0,16859.512,21.20344,0,3
298,10,19,1.2517886,0,13812.696,20.515509,0,2
299,17,21,2.5434363,0,13033.422,18.439117,0,1
300,10,22,3.6296227,0,20656.385,25.038988,0,1
301,38,22,10.806823,1,12070.564,12.177113,0,0
302,14,19,3.0762243,0,15844.838,21.050312,0,3
303,28,19,3.7200754,0,15757.085,19.291107,0,0
304,22,20,.77605081,0,13083.593,28.074642,0,1
305,42,19,3.1482606,0,14472,22.343719,1,1
306,34,18,4.4044957,0,9455.9375,22.624615,1,1
307,28,20,3.761313,0,10981.486,21.267231,0,1
308,41,19,2.5229506,0,11634.718,21.131626,0,0
309,30,22,2.2974269,0,11371.601,18.444908,2,2
310,40,21,2.8235619,0,11790.678,18.565855,0,2
311,22,21,.58923411,0,18091.461,24.156435,0,0
312,39,22,1.8686392,0,16659.029,23.060801,1,0
313,23,20,3.4134037,0,15313.167,24.299622,1,2
314,19,22,6.4874325,1,14389.532,19.08798,1,0
315,29,20,7.8215871,1,17366.824,18.317326,1,2
316,25,20,8.4049864,1,11130.775,15.026269,0,1
317,39,20,3.9604688,0,17861.525,21.658604,1,2
318,38,18,8.8182497,1,12332.633,14.150061,1,0
319,5,19,2.2569294,0,9108.375,23.840551,1,0
320,9,23,13.320074,1,15317.892,12.141707,0,3
321,9,23,2.8171945,0,19627.055,18.850035,0,1
322,42,20,2.8120148,0,14123.72,21.447054,1,3
323,11,19,1.8224128,0,14755.108,21.793287,0,1
324,26,23,3.2294672,0,18705.76,22.420401,0,3
325,36,21,2.0834355,0,22249.99,23.647781,0,3
326,19,19,2.0664206,0,12013.175,21.885595,0,1
327,14,19,7.5535412,1,13869.811,17.369156,0,0
328,38,22,1.7250377,0,12648.404,19.446526,1,1
329,41,18,9.1909914,1,8950.6025,14.675017,0,0
330,28,22,3.8339975,0,10601.53,23.470703,0,2
331,37,22,8.9433289,1,15857.508,16.142172,0,2
332,11,18,6.6882401,1,17232.111,15.410351,0,1
333,41,21,4.8012686,0,13021.419,22.590355,0,1
334,41,20,3.5049517,0,13673.836,18.353155,0,1
335,17,19,.55645382,0,15481.763,25.436991,1,1
336,12,23,2.0490894,0,10794.177,19.637365,1,0
337,33,20,.87558728,0,17824.859,23.891237,0,3
338,10,20,1.9226354,0,13954.483,20.499809,1,2
339,38,20,7.294764,1,14693.648,15.452972,1,0
340,15,21,1.7853625,0,15141.786,20.453518,0,1
341,2,18,3.5112941,0,14133.023,20.077168,0,2
342,28,22,2.2768283,0,16735.34,25.362169,1,3
343,1,20,6.4511557,1,16361.778,21.447422,0,1
344,42,19,6.3314309,1,16271.296,18.297325,1,2
345,33,19,2.3190742,0,14211.158,22.650782,1,2
346,16,19,.13806778,0,13588.316,23.851076,0,2
347,22,19,.5460974,0,13271.414,27.878338,1,1
348,24,20,2.1826231,0,17435.699,21.256813,2,2
349,33,22,4.4039865,0,16779.295,21.078537,1,1
350,12,18,8.1529064,1,10234.691,14.783216,0,1
351,37,19,2.4557061,0,20385.709,19.814276,0,2
352,42,19,7.8192191,1,15509.16,15.917513,1,2
353,30,22,5.3960567,1,13344.091,22.183294,0,1
354,35,20,1.2356759,0,11592.899,21.159807,0,0
355,34,23,.77811736,0,12928.662,17.592087,0,0
356,24,18,.71900666,0,18731.016,20.335497,0,3
357,7,21,.33114687,0,13987.206,23.18742,0,0
358,38,18,7.2396226,1,15541.694,19.79562,0,2
359,41,21,2.7717736,0,13784.107,20.943954,0,0
360,25,20,2.4008396,0,12795.459,20.984488,0,1
361,19,18,3.2321954,0,12766.61,22.035198,0,2
362,2,21,1.0073569,0,14657.19,24.901434,0,1
363,39,23,3.3414943,0,18313.16,23.400705,0,2
364,36,23,4.8758349,0,19312.518,19.814363,0,3
365,7,21,5.3231521,1,14247.411,19.318186,1,2
366,23,21,1.8565575,0,13899.821,21.885534,0,2
367,34,22,4.6585112,0,12840.603,18.765562,1,1
368,29,18,9.4764624,1,9518.2178,12.781605,1,0
369,32,23,2.2010252,0,11287.36,22.068125,0,1
370,33,19,.59873378,0,9673.6084,25.552114,0,0
371,1,19,6.3746481,1,20367.459,22.355534,0,2
372,4,20,.90827584,0,18334.49,21.583542,1,2
373,34,23,3.1440225,0,16548.064,21.306744,0,1
374,25,18,6.0257549,1,15156.898,20.149523,0,0
375,10,20,.73837823,0,21811.674,21.123323,0,3
376,34,20,3.1388817,0,18528.063,22.427002,0,1
377,33,21,2.2543671,0,14081.117,24.283237,0,2
378,32,23,2.0172129,0,10211.413,23.400719,0,0
379,27,23,4.8443542,0,14590.76,20.577078,0,1
380,36,21,2.6093042,0,13967.676,22.66947,1,2
381,40,18,5.4441791,1,14899.229,24.637203,1,2
382,18,23,6.32095,1,19737.875,17.489426,0,2
383,26,20,7.1780143,1,15325.935,16.840914,0,1
384,2,21,1.0446904,0,14337.566,21.112268,0,2
385,2,19,1.6334573,0,13557.987,20.350555,1,0
386,15,23,3.1241748,0,15690.222,18.764811,1,2
387,27,23,3.8061883,0,13963.003,25.059435,0,1
388,17,19,3.513938,0,7231.2817,22.14262,2,0
389,10,18,3.9660306,0,12122.075,20.433819,0,0
390,13,20,7.1783552,1,21596.555,20.175768,0,0
391,26,21,.22704995,0,13317.053,20.423048,1,3
392,28,21,6.0896816,1,25187.41,19.028561,0,2
393,32,22,4.7055526,0,16964.186,17.477396,0,0
394,31,21,3.6230247,0,16460.51,23.546417,1,2
395,1,20,2.2285841,0,13844.887,23.228979,0,2
396,24,21,.43435565,0,8479.8135,25.081062,0,1
397,41,18,3.1269073,0,15924.967,19.478661,0,2
398,17,23,2.1794517,0,10868.451,22.634737,1,1
399,4,22,2.8200819,0,21143.76,18.1028,2,2
400,40,18,1.1126761,0,15390.168,25.425999,0,2
401,7,22,6.9506359,1,8713.8945,19.929516,0,1
402,23,23,.45159358,0,16161.784,24.111523,0,1
403,27,18,6.3451624,1,12520.621,21.055471,0,1
404,20,23,1.3433758,0,12095.149,24.356733,2,2
405,16,20,6.137291,1,15140.711,18.10158,2,1
406,3,20,2.8430803,0,15338.743,22.351418,0,1
407,7,22,5.0292959,1,17111.318,20.365812,0,1
408,13,19,14.024373,1,12777.152,14.707571,0,1
409,1,18,1.2710853,0,13777.934,24.645603,0,2
410,23,22,8.9187002,1,18534.58,17.654186,0,1
411,18,19,4.9622192,0,14944.143,25.047693,0,1
412,19,22,2.0166667,0,9642.1689,24.428352,0,2
413,14,18,2.0392098,0,13849.167,20.391775,0,0
414,30,20,4.1528931,0,15955.662,20.350519,0,2
415,23,22,1.9407045,0,9070.6172,21.469398,0,0
416,20,21,.79950833,0,15126.715,24.35368,0,3
417,30,19,2.4560046,0,10135.535,22.664324,0,1
418,13,23,.99860865,0,17153.113,18.850574,1,2
419,31,23,3.8479488,0,15530.698,21.442745,1,2
420,42,23,5.8868132,1,12206.13,16.950834,1,2
421,23,23,.37588292,0,11632.473,23.143667,0,2
422,34,19,.6104418,0,13205.772,20.914568,0,2
423,31,21,.57903552,0,12562.4,19.199791,0,0
424,18,23,7.2099595,1,13450.771,17.228003,0,1
425,16,18,1.3069506,0,19093.115,20.64924,0,2
426,29,19,1.4641054,0,10820.883,23.122305,2,2
427,7,21,2.5318446,0,12754.43,18.15579,0,2
428,25,22,1.6537651,0,14120.903,23.074711,2,2
429,37,20,4.5955133,0,18236.15,19.034739,0,3
430,8,22,3.9006875,0,21708.984,22.13484,0,3
431,24,21,2.3496439,0,14003.545,22.074184,1,0
432,11,23,6.0710268,1,10654.667,17.664085,0,1
433,14,18,4.2215977,0,13396.545,20.913799,2,1
434,32,18,3.6360712,0,17291.547,18.633944,1,2
435,39,20,1.1257266,0,17093.967,21.764875,1,2
436,23,18,4.7942305,0,14983.08,22.750256,0,2
437,33,23,6.445756,1,15055.494,19.41004,0,3
438,32,23,10.507719,1,12112.015,16.841011,1,1
439,3,22,2.3528523,0,19040.713,19.94566,0,3
440,21,22,3.9869914,0,12349.339,17.862726,1,0
441,23,23,7.785851,1,18193.678,19.925619,1,2
442,19,23,6.9600973,1,17939.672,20.774864,1,1
443,9,21,3.3585222,0,13640.548,18.148048,1,0
444,11,22,1.0835603,0,10380.299,23.444492,1,1
445,6,23,3.9141929,0,8579.249,21.133348,2,1
446,42,20,.26366401,0,14140.791,21.692593,0,2
447,24,18,11.557028,1,17394.947,17.042593,1,2
448,10,21,1.9576951,0,15835.896,24.303295,0,1
449,4,21,2.3206308,0,12926.804,23.670345,0,0
450,35,22,2.4577246,0,15090.169,24.596689,1,2
451,30,23,6.1519952,1,11906.463,18.302145,1,0
452,22,18,.97547537,0,21555.355,22.904037,2,3
453,26,21,4.2111773,0,10934.26,21.305075,0,1
454,40,23,1.6301402,0,16364.456,22.11165,1,0
455,13,20,3.8167493,0,14133.266,20.531744,0,1
456,39,22,4.6142535,0,14793.694,18.133593,0,2
457,1,22,4.4470434,0,11034.375,20.081457,0,0
458,27,21,3.873471,0,10973.146,19.230724,2,1
459,9,19,1.9738704,0,15218.807,23.021187,0,2
460,34,21,4.3890643,0,19938.465,19.450434,1,1
461,39,18,2.3082337,0,11414.813,26.097467,0,0
462,40,21,2.4997616,0,16433.01,22.143023,1,2
463,23,21,.75224632,0,16812.123,21.235527,0,3
464,23,21,1.0375617,0,12980.197,21.638823,1,1
465,17,23,2.512162,0,12694.645,19.942472,0,1
466,33,23,1.5494785,0,15116.376,22.586914,1,1
467,27,18,2.482621,0,13279.832,22.132153,0,1
468,35,21,9.4074383,1,17288.359,14.25209,0,2
469,4,22,1.8523269,0,11667.664,19.285599,0,1
470,30,23,2.4934235,0,12483.909,21.372135,0,2
471,18,18,1.6758984,0,11787.848,21.68737,0,0
472,21,20,1.4452752,0,11762.028,22.408895,1,0
473,19,20,1.9771706,0,11135.476,24.786642,0,1
474,15,20,2.0880847,0,18848.871,21.378284,1,0
475,18,19,1.7876359,0,16544.621,23.187563,0,1
476,17,19,9.0052137,1,14665.633,18.024757,0,1
477,12,20,.6507684,0,20687.088,23.491171,0,1
478,17,18,3.1634841,0,10602.17,21.391758,0,1
479,18,19,3.56321,0,19246.5,20.358656,1,3
480,14,19,4.9982715,0,16381.853,21.592976,0,1
481,23,21,4.0725479,0,11254.957,21.189669,0,2
482,14,19,2.9719086,0,10982.744,22.635311,0,0
483,17,20,7.462152,1,16246.245,16.60585,0,2
484,26,23,2.3976598,0,13989.731,25.826168,0,1
485,22,20,10.170472,1,14471.422,15.2626,0,1
486,31,23,6.9783893,1,11169.824,19.235495,0,1
487,23,23,1.0851994,0,14420.534,26.464727,0,3
488,8,23,1.2213151,0,14257.837,22.426374,0,1
489,34,19,.39161408,0,19574.76,23.0562,0,3
490,6,18,1.5840018,0,5949.771,19.699417,0,0
491,5,20,6.6086922,1,12893.065,19.518431,0,0
492,6,18,2.1066449,0,21695.873,20.228319,1,2
493,42,21,5.6298418,1,19031.531,21.71176,1,3
494,38,23,1.0976024,0,16781.479,22.279169,0,2
495,16,21,1.106373,0,10783.055,26.093819,1,0
496,25,23,4.3860912,0,16699.287,20.468596,1,2
497,27,23,11.344613,1,12760.317,15.979035,0,2
498,24,19,.89200312,0,16171.595,21.897238,0,2
499,2,23,2.343348,0,14287.682,25.588634,0,0
500,25,18,2.2524176,0,15805.86,22.751026,0,2
